entrez	target gene	target probe	source probe	Score
1959	EGR2	205249_at	229295_at	0.016691
56128	PCDHB8	221319_at	228685_at	0.016674
414260	LINC00619	1560851_at	228685_at	0.016608
100294720	NHEG1	1568974_at	229295_at	0.016520
100131814	LINC00271	1561106_at	229295_at	0.016503
122786	FRMD6	225481_at	205707_at	0.016427
6146	RPL22	221775_x_at	229295_at	0.016417
101928773	LINC01449	1570224_at	229295_at	0.016383
53353	LRP1B	219643_at	205707_at	0.016333
103344718	HOTS	224348_s_at	205707_at	0.016326
26804	SNORD45B	213704_at	229101_at	0.016309
26805	SNORD45A	213704_at	229101_at	0.016309
692085	SNORD45C	213704_at	229101_at	0.016309
133482	SLCO6A1	1552745_at	228685_at	0.016232
11049	NUS1P3	215207_x_at	229101_at	0.016118
440352	SNX29P2	1559297_at	229101_at	0.016097
89845	ABCC10	215873_x_at	229101_at	0.016014
101928845	LOC101928845	1560576_at	205707_at	0.015920
100527964	LHX4-AS1	228209_at	229101_at	0.015881
170572	HTR3C	1553041_at	229101_at	0.015865
100505975	ENO1-AS1	237028_at	205707_at	0.015856
64283	ARHGEF28	1560348_at	229295_at	0.015850
8078	USP5	206031_s_at	228685_at	0.015847
138065	RNF183	235153_at	228685_at	0.015749
338620	LOC338620	230930_at	229101_at	0.015716
149351	LOC149351	232450_at	205707_at	0.015661
388182	SPATA41	1559298_a_at	205707_at	0.015644
23604	DAPK2	206324_s_at	229295_at	0.015624
93273	LEMD1	229927_at	228685_at	0.015595
144233	BCDIN3D	234979_at	205707_at	0.015555
374890	LOC374890	1556405_s_at	228685_at	0.015527
27089	UQCRQ	201568_at	229101_at	0.015499
285796	PACRG-AS1	1561373_at	205707_at	0.015490
3726	JUNB	201473_at	229295_at	0.015473
26525	IL36RN	222223_s_at	229295_at	0.015452
100861545	LINC00561	1561287_at	229295_at	0.015428
4007	PRICKLE3	217349_s_at	205707_at	0.015311
442194	OR10C1	221339_at	228685_at	0.015297
283777	FAM169B	1562319_at	228685_at	0.015231
100505817	LOC100505817	237552_at	229295_at	0.015199
284242	LOC284242	1560250_s_at	228685_at	0.015193
677778	SCARNA15	228930_at	229101_at	0.015185
100506699	LOC100506699	216259_at	205707_at	0.015174
150992	LINC00309	234847_at	205707_at	0.015163
100133669	LOC100133669	1561850_at	229295_at	0.015129
5132	PDC	211496_s_at	229295_at	0.015096
124808	CCDC43	225607_at	228685_at	0.015036
6871	TADA2A	209938_at	229101_at	0.015033
100192386	FLJ16779	239509_at	229295_at	0.014939
283383	ADGRD1	232267_at	228685_at	0.014822
81552	VOPP1	208091_s_at	229295_at	0.014791
101927591	DPP10-AS3	1561618_at	228685_at	0.014784
5568	PRKACG	207228_at	228685_at	0.014764
84135	UTP15	228050_at	228685_at	0.014764
6954	TCP11	220378_at	229295_at	0.014751
79598	CEP97	219886_at	228685_at	0.014740
6941	TCF19	223274_at	229101_at	0.014712
146771	TCAM1P	233320_at	205707_at	0.014670
100874323	HOXA10-AS	231365_at	229101_at	0.014625
5334	PLCL1	205934_at	229295_at	0.014623
55220	KLHDC8A	222871_at	228685_at	0.014598
283432	LINC00485	1561222_at	228685_at	0.014589
60401	EDA2R	221399_at	229295_at	0.014575
2834	PRLHR	231805_at	228685_at	0.014568
55412	PRO2949	1553374_at	205707_at	0.014568
205860	TRIML2	1552580_at	228685_at	0.014509
339366	ADAMTSL5	242200_at	205707_at	0.014505
101928052	LOC101928052	1569712_at	228685_at	0.014450
84769	MPV17L2	223473_at	205707_at	0.014437
100506229	LINC01093	1559573_at	229295_at	0.014400
7128	TNFAIP3	202644_s_at	228685_at	0.014393
57597	BAHCC1	219218_at	228685_at	0.014363
5267	SERPINA4	213874_at	229295_at	0.014286
100133400		208201_at	205707_at	0.014272
100287823	LOC100287823	208201_at	205707_at	0.014272
11112	HIBADH	234452_at	228685_at	0.014208
