entrez	target gene	target probe	source probe	Score
1479	CSTF3	203947_at	207334_s_at	0.230686
26751	SH3YL1	204019_s_at	208944_at	0.230641
286046	XKR6	1557436_at	207334_s_at	0.230592
100505716	LOC100505716	1561370_at	207334_s_at	0.230558
9874	TLK1	222966_at	208944_at	0.230488
84629	TNRC18	229257_at	208944_at	0.230425
10489	LRRC41	1555831_s_at	207334_s_at	0.230373
55064	SPATA6L	237363_at	208944_at	0.230343
150590	C2orf15	1552740_at	208944_at	0.230220
6942	TCF20	212931_at	207334_s_at	0.230205
9258	MFHAS1	213457_at	207334_s_at	0.230155
114134	SLC2A13	227176_at	208944_at	0.230048
84140	FAM161A	1564467_at	207334_s_at	0.230009
100132057	LOC100132057	237173_at	207334_s_at	0.229954
55127	HEATR1	228351_at	207334_s_at	0.229954
6836	SURF4	222977_at	207334_s_at	0.229912
65992	DDRGK1	218159_at	208944_at	0.229908
10942	PRSS21	220051_at	208944_at	0.229885
143098	MPP7	238778_at	208944_at	0.229877
2962	GTF2F1	202354_s_at	207334_s_at	0.229866
2783	GNB2	200852_x_at	208944_at	0.229854
100128281	LOC100128281	1565722_at	208944_at	0.229830
10975	UQCR11	223613_at	207334_s_at	0.229796
147081	CRHR1-IT1	1553400_a_at	208944_at	0.229784
401884	MGC57346	1553400_a_at	208944_at	0.229784
284252	KCTD1	226246_at	207334_s_at	0.229748
79703	C11orf80	238593_at	207334_s_at	0.229733
8893	EIF2B5	1558050_at	208944_at	0.229639
26048	ZNF500	213639_s_at	208944_at	0.229625
100506325	SP2-AS1	235282_at	207334_s_at	0.229591
102724532	LOC102724532	235282_at	207334_s_at	0.229591
24138	IFIT5	203596_s_at	208944_at	0.229573
25949	SYF2	1559979_at	208944_at	0.229521
101928708	LOC101928708	1560812_at	207334_s_at	0.229499
79088	ZNF426	205964_at	208944_at	0.229454
123920	CMTM3	1555705_a_at	207334_s_at	0.229386
84657	LINC00852	223725_at	208944_at	0.229366
286109	CASC7	243304_at	207334_s_at	0.229351
6641	SNTB1	214708_at	208944_at	0.229350
116983	ACAP3	225529_at	208944_at	0.229331
79836	LONRF3	220009_at	207334_s_at	0.229287
119032	C10orf32	225334_at	208944_at	0.229286
3808	KIR2DS3	208122_x_at	208944_at	0.229273
3710	ITPR3	201189_s_at	208944_at	0.229229
114036	LINC00310	237326_at	207334_s_at	0.229164
23617	TSSK2	32032_at	208944_at	0.229147
8220	DGCR14	32032_at	208944_at	0.229147
26140	TTLL3	1555474_at	208944_at	0.229145
3984	LIMK1	204357_s_at	207334_s_at	0.229122
65057	ACD	204617_s_at	207334_s_at	0.229121
51271	UBAP1	221490_at	207334_s_at	0.229094
51341	ZBTB7A	213299_at	207334_s_at	0.229042
196385	DNAH10	229738_at	207334_s_at	0.229040
1292	COL6A2	209156_s_at	208944_at	0.229038
64801	ARV1	223223_at	208944_at	0.229037
441454	LOC441454	239321_at	207334_s_at	0.229031
115106	HAUS1	225297_at	208944_at	0.229000
22902	RUFY3	203724_s_at	207334_s_at	0.228967
51142	CHCHD2	217720_at	208944_at	0.228964
54461	FBXW5	223050_s_at	208944_at	0.228963
23509	POFUT1	212349_at	207334_s_at	0.228934
85015	USP45	238057_at	208944_at	0.228898
26504	CNNM4	218900_at	208944_at	0.228887
23270	TSPYL4	212928_at	208944_at	0.228825
3849	KRT2	207908_at	208944_at	0.228797
196074	METTL15	242247_at	208944_at	0.228734
100527943	TGIF2-C20orf24	223880_x_at	207334_s_at	0.228682
55969	C20orf24	223880_x_at	207334_s_at	0.228682
100616358	MIR4800	212347_x_at	207334_s_at	0.228604
10608	MXD4	212347_x_at	207334_s_at	0.228604
54680	ZNHIT6	218932_at	208944_at	0.228579
5033	P4HA1	207543_s_at	208944_at	0.228534
222658	KCTD20	223176_at	208944_at	0.228506
9294	S1PR2	227684_at	207334_s_at	0.228502
81034	SLC25A32	221020_s_at	208944_at	0.228461
85313	PPIL4	226472_at	208944_at	0.228421
6294	SAFB	201748_s_at	208944_at	0.228395
84836	ABHD14B	224821_at	208944_at	0.228325
80025	PANK2	238856_s_at	208944_at	0.228248
10652	YKT6	217784_at	208944_at	0.228208
716	C1S	208747_s_at	207334_s_at	0.228163
202333	CMYA5	237981_at	207334_s_at	0.228162
79644	SRD5A3	222750_s_at	208944_at	0.228161
55435	AP1AR	219023_at	207334_s_at	0.228079
152100	CMC1	228283_at	208944_at	0.228027
407738	FAM19A1	230923_at	207334_s_at	0.228002
5959	RDH5	236291_at	207334_s_at	0.228001
150223	YDJC	227042_at	208944_at	0.227975
5860	QDPR	209123_at	208944_at	0.227851
129303	TMEM150A	226239_at	208944_at	0.227784
790955	UQCC3	229099_at	208944_at	0.227781
84849	MGC16142	1553881_at	208944_at	0.227751
29966	STRN3	204496_at	208944_at	0.227741
23231	SEL1L3	212314_at	208944_at	0.227732
23510	KCTD2	212564_at	207334_s_at	0.227669
8563	THOC5	209418_s_at	208944_at	0.227618
7486	WRN	205667_at	208944_at	0.227559
1723	DHODH	217647_at	208944_at	0.227439
113277	TMEM106A	1552303_a_at	207334_s_at	0.227302
84287	ZDHHC16	223212_at	207334_s_at	0.227297
79751	SLC25A22	218725_at	207334_s_at	0.227242
10587	TXNRD2	211177_s_at	207334_s_at	0.227237
1962	EHHADH	205222_at	207334_s_at	0.227202
5037	PEBP1	205353_s_at	208944_at	0.227166
5890	RAD51B	210255_at	208944_at	0.227164
5092	PCBD1	203557_s_at	207334_s_at	0.227042
5158	PDE6B	210304_at	208944_at	0.227013
143282	FGFBP3	238453_at	207334_s_at	0.226948
9655	SOCS5	209647_s_at	208944_at	0.226823
64983	MRPL32	225260_s_at	207334_s_at	0.226810
84263	HSDL2	209513_s_at	208944_at	0.226766
6621	SNAPC4	205658_s_at	208944_at	0.226759
8539	API5	201687_s_at	208944_at	0.226744
6421	SFPQ	201585_s_at	208944_at	0.226729
101929964	LOC101929964	235628_x_at	208944_at	0.226681
644873	LINC01184	235628_x_at	208944_at	0.226681
57595	PDZD4	223543_at	208944_at	0.226666
51106	TFB1M	228075_x_at	207334_s_at	0.226632
54881	TEX10	1558702_at	207334_s_at	0.226466
92335	STRADA	1557528_at	207334_s_at	0.226464
51701	NLK	222589_at	208944_at	0.226433
80267	EDEM3	220926_s_at	208944_at	0.226395
1760	DMPK	37996_s_at	208944_at	0.226363
54834	GDAP2	219473_at	207334_s_at	0.226354
57612	ERV3-2	222139_at	208944_at	0.226276
80818	ZNF436	226114_at	207334_s_at	0.226253
1654	DDX3X	212515_s_at	208944_at	0.226164
5691	PSMB3	201400_at	208944_at	0.226150
5886	RAD23A	201039_s_at	207334_s_at	0.226143
80346	REEP4	218777_at	208944_at	0.226135
9113	LATS1	1570231_at	207334_s_at	0.226059
84941	HSH2D	1552623_at	208944_at	0.226057
7351	UCP2	208998_at	208944_at	0.225968
728061	LOC728061	233599_at	207334_s_at	0.225952
2151	F2RL2	230147_at	207334_s_at	0.225946
440348	NPIPB15	215920_s_at	207334_s_at	0.225920
9284	NPIPA1	215920_s_at	207334_s_at	0.225920
285830	HLA-F-AS1	1562381_at	208944_at	0.225878
23786	BCL2L13	217955_at	208944_at	0.225666
79064	TMEM223	220934_s_at	208944_at	0.225650
646450	ARIH2OS	1559532_at	207334_s_at	0.225643
50617	ATP6V0A4	220197_at	207334_s_at	0.225643
113451	AZIN2	228000_at	208944_at	0.225552
9533	POLR1C	207515_s_at	208944_at	0.225549
154007	SNRNP48	226263_at	207334_s_at	0.225549
5205	ATP8B1	214594_x_at	208944_at	0.225501
100132341	CLUHP3	219442_at	207334_s_at	0.225323
54968	TMEM70	219448_at	208944_at	0.225312
100190939	TPT1-AS1	1563983_at	207334_s_at	0.225289
101927620	LOC101927620	233444_at	208944_at	0.225246
80279	CDK5RAP3	218740_s_at	208944_at	0.225192
